unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT_CUSE,10_J58_63,E_CRMAN,IT	35 	: 	32 	31 	30 	29 	: 	25 	27 
PC_ENT_CUSE,10_J58_63,E_CRMAN,LT	50 	: 	46 	40 	32 	32 	: 	31 	26 
PC_ENT_CUSE,10_J58_63,E_CRMAN,LU	49 	: 	50 	50 	51 	44 	: 	36 	35 
PC_ENT_CUSE,10_J58_63,E_CRMAN,LV	36 	: 	33 	29 	30 	33 	: 	36 	27 
PC_ENT_CUSE,10_J58_63,E_CRMAN,MK	: 	: 	28 	32 	31 	: u	: 	29 	: 
PC_ENT_CUSE,10_J58_63,E_CRMAN,MT	44 	: 	44 	38 	: 	32 	: 	32 	46 
PC_ENT_CUSE,10_J58_63,E_CRMAN,NL	49 	: 	52 	47 	44 	39 	: 	46 	39 
PC_ENT_CUSE,10_J58_63,E_CRMAN,NO	52 	: 	59 	55 	54 	61 	: 	51 	55 
PC_ENT_CUSE,10_J58_63,E_CRMAN,PL	38 	: 	47 	46 	41 	26 	: 	35 	36 
PC_ENT_CUSE,10_J58_63,E_CRMAN,PT	45 	: 	: u	: u	39 	46 	: 	40 	36 
PC_ENT_CUSE,10_J58_63,E_CRMAN,RO	30 	: 	38 	30 	26 	26 	: 	32 	26 
PC_ENT_CUSE,10_J58_63,E_CRMAN,RS	: 	: 	: 	16 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_CRMAN,SE	50 	: 	: u	49 	: 	56 	: 	46 	40 
PC_ENT_CUSE,10_J58_63,E_CRMAN,SI	33 	: 	45 	42 	45 	53 	: 	42 	33 
PC_ENT_CUSE,10_J58_63,E_CRMAN,SK	44 	: 	40 	37 	36 	31 	: 	36 	31 
PC_ENT_CUSE,10_J58_63,E_CRMAN,TR	30 	: 	28 	: 	: 	: 	: 	34 	: 
PC_ENT_CUSE,10_J58_63,E_CRMAN,UK	46 	: 	49 	46 	: 	46 	: 	42 	42 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,AT	: u	: 	66 	72 	: u	: u	: 	: u	: u
PC_ENT_CUSE,10_J58_63,E_CRMSTR,BE	: u	: 	74 	82 	: 	67 	: 	73 	: u
PC_ENT_CUSE,10_J58_63,E_CRMSTR,BG	44 	: 	48 	50 	30 	39 	: 	43 	32 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,CY	69 	: 	58 	67 	56 	60 	: 	57 	52 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,CZ	50 	: 	48 	52 	: 	42 	: 	46 	41 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,DE	68 	: 	68 	67 	: 	56 	: 	66 	74 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,DK	77 	: 	69 	69 	: 	63 	: 	64 	66 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EA	62 	: 	61 	59 	: 	52 	: 	51 	53 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EE	44 	: 	58 	50 	42 	34 	: 	31 	32 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EL	: u	: 	: u	: u	: u	: 	: 	: u	: u
PC_ENT_CUSE,10_J58_63,E_CRMSTR,ES	59 	: 	61 	57 	53 	53 	: 	44 	44 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EU15	64 	: 	62 	59 	: 	52 	: 	50 	51 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EU25	: 	: 	: 	: 	: 	: 	: 	49 	50 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EU27	61 	: 	60 	57 	: 	50 	: 	48 	49 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,EU28	61 	: 	60 	57 	: 	50 	: 	48 	49 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,FI	69 	: 	75 	79 	76 	63 	: 	68 	63 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,FR	60 	: 	60 	51 	: 	54 	: 	49 	44 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,HR	49 	: 	55 	53 	42 	44 	: 	36 	34 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,HU	39 	: 	33 	39 	34 	33 	: 	30 	28 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,IE	65 	: 	62 	56 	56 	64 	: 	54 	53 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,IS	64 	: 	: 	51 	71 	57 	: 	63 	: 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,IT	48 	: 	46 	45 	40 	37 	: 	37 	36 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,LT	61 	: 	60 	51 	45 	40 	: 	36 	34 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,LU	66 	: 	66 	67 	66 	54 	: 	50 	51 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,LV	44 	: 	46 	38 	39 	36 	: 	41 	34 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,MK	: 	: 	40 	39 	37 	: u	: 	31 	: 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,MT	51 	: 	54 	46 	: 	40 	: 	50 	40 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,NL	67 	: 	69 	71 	64 	53 	: 	52 	53 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,NO	74 	: 	77 	73 	79 	76 	: 	69 	69 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,PL	53 	: 	59 	58 	52 	36 	: 	44 	49 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,PT	57 	: 	: u	: u	54 	53 	: 	46 	38 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,RO	35 	: 	44 	35 	30 	32 	: 	39 	23 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,RS	: 	: 	: 	17 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,SE	69 	: 	73 	67 	: 	68 	: 	63 	62 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,SI	54 	: 	65 	64 	59 	60 	: 	51 	38 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,SK	50 	: 	49 	37 	46 	31 	: 	42 	37 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,TR	41 	: 	35 	: 	: 	: 	: 	46 	: 
PC_ENT_CUSE,10_J58_63,E_CRMSTR,UK	68 	: 	63 	53 	: 	45 	: 	39 	40 
PC_ENT_CUSE,10_J58_63,E_EBUY,AT	: 	: 	: 	: 	: 	: 	78 	: u	51 
PC_ENT_CUSE,10_J58_63,E_EBUY,BE	: 	: 	: 	: 	: 	: 	: 	76 	: u
PC_ENT_CUSE,10_J58_63,E_EBUY,BG	: 	: 	: 	: 	10 	: u	: c	20 	11 
PC_ENT_CUSE,10_J58_63,E_EBUY,CY	: 	: 	: 	: 	24 	: 	34 	41 	47 
PC_ENT_CUSE,10_J58_63,E_EBUY,CZ	: 	: 	: 	: 	79 	74 	73 	67 	58 
PC_ENT_CUSE,10_J58_63,E_EBUY,DE	: 	: 	: 	: 	: 	: 	: 	58 	69 
PC_ENT_CUSE,10_J58_63,E_EBUY,DK	: 	: 	: 	: 	: 	: 	: 	74 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY,EA	: 	: 	: 	: 	42 	38 	44 	49 	52 
PC_ENT_CUSE,10_J58_63,E_EBUY,EE	: 	: 	: 	: 	: 	: 	: 	34 	32 
PC_ENT_CUSE,10_J58_63,E_EBUY,EL	: 	: 	: 	: 	: u	: u	14 	: u	: u
PC_ENT_CUSE,10_J58_63,E_EBUY,ES	: 	: 	: 	: 	50 	49 	49 	48 	44 
PC_ENT_CUSE,10_J58_63,E_EBUY,EU15	: 	: 	: 	: 	: 	: 	: 	54 	54 
PC_ENT_CUSE,10_J58_63,E_EBUY,EU25	: 	: 	: 	: 	: 	: 	: 	53 	52 
PC_ENT_CUSE,10_J58_63,E_EBUY,EU27	: 	: 	: 	: 	43 	38 	45 	51 	50 
PC_ENT_CUSE,10_J58_63,E_EBUY,EU28	: 	: 	: 	: 	43 	38 	45 	51 	50 
PC_ENT_CUSE,10_J58_63,E_EBUY,FI	: 	: 	: 	: 	59 	63 	: u	: u	: u
PC_ENT_CUSE,10_J58_63,E_EBUY,FR	: 	: 	: 	: 	27 	30 	41 	43 	37 
PC_ENT_CUSE,10_J58_63,E_EBUY,HR	: 	: 	: 	: 	: 	: 	: 	50 	37 
PC_ENT_CUSE,10_J58_63,E_EBUY,HU	: 	: 	: 	: 	40 	42 	44 	37 	35 
PC_ENT_CUSE,10_J58_63,E_EBUY,IE	: 	: 	: 	: 	76 	73 	77 	76 	69 
PC_ENT_CUSE,10_J58_63,E_EBUY,IS	: 	: 	: 	: 	: 	: 	: 	54 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY,IT	: 	: 	: 	: 	46 	46 	35 	41 	46 
PC_ENT_CUSE,10_J58_63,E_EBUY,LT	: 	: 	: 	: 	38 	44 	39 	46 	32 
PC_ENT_CUSE,10_J58_63,E_EBUY,LU	: 	: 	: 	: 	67 	60 	53 	61 	53 
PC_ENT_CUSE,10_J58_63,E_EBUY,LV	: 	: 	: 	: 	43 	42 	38 	30 	31 
PC_ENT_CUSE,10_J58_63,E_EBUY,MK	: 	: 	: 	: 	13 	: u	0 	: u	: 
PC_ENT_CUSE,10_J58_63,E_EBUY,MT	: 	: 	: 	: 	: 	: 	47 	41 	31 
PC_ENT_CUSE,10_J58_63,E_EBUY,NL	: 	: 	: 	: 	51 	: u	45 	48 	56 
PC_ENT_CUSE,10_J58_63,E_EBUY,NO	: 	: 	: 	: 	50 	52 	69 	73 	71 
PC_ENT_CUSE,10_J58_63,E_EBUY,PL	: 	: 	: 	: 	37 	: u	: u	36 	: u
PC_ENT_CUSE,10_J58_63,E_EBUY,PT	: 	: 	: 	: 	: u	27 	: u	43 	35 
PC_ENT_CUSE,10_J58_63,E_EBUY,RO	: 	: 	: 	: 	52 	17 	26 	26 	16 
PC_ENT_CUSE,10_J58_63,E_EBUY,SE	: 	: 	: 	: 	: 	: 	61 	80 	79 
PC_ENT_CUSE,10_J58_63,E_EBUY,SI	: 	: 	: 	: 	38 	51 	61 	52 	44 
PC_ENT_CUSE,10_J58_63,E_EBUY,SK	: 	: 	: 	: 	46 	30 	43 	41 	36 
PC_ENT_CUSE,10_J58_63,E_EBUY,TR	: 	: 	: 	: 	: 	: 	: 	25 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY,UK	: 	: 	: 	: 	: 	: 	: 	63 	54 
PC_ENT_CUSE,10_J58_63,E_EBUY2,AT	: u	: u	68 	73 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,BE	: u	: u	: u	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,BG	19 	19 	26 	17 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,CY	23 	17 	17 	20 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,CZ	84 	88 	85 	82 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,DE	48 	: 	53 	46 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EA	49 	51 	52 	47 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EE	: 	37 	37 	40 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EL	: u	14 	16 	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,ES	49 	56 	51 	59 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EU15	50 	50 	51 	48 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EU27	49 	49 	50 	47 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,EU28	49 	49 	49 	47 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,FI	: 	: 	60 	72 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,FR	: 	52 	58 b	31 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,HR	37 	42 	30 	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,HU	41 	36 	33 	29 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,IE	57 	60 	63 	74 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,IS	: 	: 	: 	71 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,IT	52 	55 	48 	52 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,LT	55 	52 	51 	46 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,LU	65 	65 	52 	77 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,LV	46 	50 	38 	39 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,MK	: 	10 	9 	14 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,MT	: 	: 	41 	35 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,NL	49 	49 	45 b	50 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,NO	46 	41 	45 	39 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,PL	39 	49 	34 	31 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,PT	38 	28 	: u	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,RO	: 	37 	37 	43 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,RS	: 	: 	: 	5 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,SE	52 	34 	37 	40 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,SI	: 	46 	38 	42 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,SK	37 	23 	23 	26 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,TR	: 	: 	: u	: 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_EBUY2,UK	: 	: 	50 	53 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,AT	90 	95 	92 	93 	92 	88 	92 	74 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,BE	82 	: u	: u	: u	: u	50 	76 	83 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,BG	49 	45 	52 	35 	32 	43 	49 	31 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,CY	61 	57 	43 	48 	41 	54 	57 	74 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,CZ	87 	90 	87 	86 	83 	79 	79 	75 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,DE	77 	: 	80 	75 	81 	75 	: u	74 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,DK	: 	: 	: u	89 	92 	89 	89 	93 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EA	74 	75 	73 	69 	68 	62 	67 	67 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EE	62 	63 	67 	68 	53 	38 	42 	51 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EL	: u	: u	: u	: u	: u	: u	36 	: u	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,ES	60 	66 	61 	67 	62 	60 	59 	56 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EU15	74 	73 	73 	72 	70 	67 	70 	71 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EU25	: 	: 	: 	: 	: 	: 	: 	70 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EU27	73 	73 	72 	70 	69 	65 	68 	68 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,EU28	72 	73 	72 	70 	69 	65 	68 	68 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,FI	: 	: 	75 	81 	84 	86 	80 	80 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,FR	79 	85 	81 b	50 	48 	49 	58 	62 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,HR	70 	67 	64 	67 	: 	57 	72 	68 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,HU	72 	73 	73 	66 	65 	69 	68 	55 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,IE	72 	73 	77 	79 	82 	79 	83 	83 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,IS	: 	: 	: 	94 	92 	100 	: 	74 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,IT	76 	75 	67 	74 	75 	69 	56 	70 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,LT	72 	64 	66 	64 	59 	61 	57 	56 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,LU	67 	72 	56 	79 	70 	73 	77 	76 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,LV	78 	78 	72 	70 	62 	57 	60 	58 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,MK	: 	32 	33 	31 	27 	: u	32 	40 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,MT	: 	: 	63 	57 	59 	66 	62 	56 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,NL	70 	69 	68 b	80 	77 	: u	59 	71 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,NO	75 	68 	81 	74 	74 	77 	85 	85 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,PL	65 	73 	58 	59 	49 	55 	57 	51 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,PT	61 	: u	69 	: u	: u	53 	44 	64 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,RO	49 	: 	48 	48 	58 	21 	30 	33 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,RS	: 	: 	: 	53 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,SE	79 	57 	66 	68 	64 	69 	78 	90 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,SI	: 	73 	73 	67 	78 	73 	78 	68 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,SK	61 	52 	42 	43 	67 	53 	60 	60 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,TR	: 	: 	44 	: 	: 	: 	: 	38 	: 
PC_ENT_CUSE,10_J58_63,E_ECOM,UK	: 	71 	74 	80 	76 	84 	79 	79 	: 
PC_ENT_CUSE,10_J58_63,E_ESELL,AT	: u	19 	18 	13 	18 	19 	16 	17 	21 
PC_ENT_CUSE,10_J58_63,E_ESELL,BE	: u	22 	20 	28 	18 	29 	38 	: u	: u
PC_ENT_CUSE,10_J58_63,E_ESELL,BG	14 	13 	9 	7 	15 	12 	9 	13 	11 
PC_ENT_CUSE,10_J58_63,E_ESELL,CY	18 	17 	13 	21 	19 	11 	8 	12 	15 
PC_ENT_CUSE,10_J58_63,E_ESELL,CZ	39 	42 	39 	46 	42 	39 	47 	39 	32 
PC_ENT_CUSE,10_J58_63,E_ESELL,DE	28 	37 	35 	30 	32 	26 	: u	31 	25 
PC_ENT_CUSE,10_J58_63,E_ESELL,DK	27 	27 	23 	27 	27 	28 	18 	34 	23 
PC_ENT_CUSE,10_J58_63,E_ESELL,EA	22 	24 	23 	19 	20 	19 	20 	20 	19 
PC_ENT_CUSE,10_J58_63,E_ESELL,EE	22 	29 	18 	19 	21 	18 	22 	24 	13 
PC_ENT_CUSE,10_J58_63,E_ESELL,EL	: u	17 	10 	: u	: u	: u	8 	: u	: u
PC_ENT_CUSE,10_J58_63,E_ESELL,ES	18 	22 	17 	20 	16 	19 	17 	17 	18 
PC_ENT_CUSE,10_J58_63,E_ESELL,EU15	22 	22 	23 	21 	21 	20 	21 	22 	19 
PC_ENT_CUSE,10_J58_63,E_ESELL,EU25	: 	: 	: 	: 	: 	: 	: 	22 	19 
PC_ENT_CUSE,10_J58_63,E_ESELL,EU27	21 	22 	23 	21 	21 	20 	21 	22 	19 
PC_ENT_CUSE,10_J58_63,E_ESELL,EU28	22 	22 	23 	22 	21 	20 	21 	22 	19 
PC_ENT_CUSE,10_J58_63,E_ESELL,FI	24 	20 	21 	16 	21 	21 	21 	23 	25 
PC_ENT_CUSE,10_J58_63,E_ESELL,FR	21 	19 	22 	14 	18 	16 	14 	23 	14 
PC_ENT_CUSE,10_J58_63,E_ESELL,HR	22 	29 	25 	: u	: u	29 	22 	31 	25 
PC_ENT_CUSE,10_J58_63,E_ESELL,HU	17 	18 	15 	17 	15 	19 	19 	13 	13 
PC_ENT_CUSE,10_J58_63,E_ESELL,IE	34 	33 	35 	31 	26 	33 	32 	33 	27 
PC_ENT_CUSE,10_J58_63,E_ESELL,IS	: 	: 	: 	32 	31 	48 	: 	26 	: 
PC_ENT_CUSE,10_J58_63,E_ESELL,IT	12 	12 	11 	9 	7 	6 	5 	5 	11 
PC_ENT_CUSE,10_J58_63,E_ESELL,LT	39 	33 	28 	26 	35 	36 	31 	34 	27 
PC_ENT_CUSE,10_J58_63,E_ESELL,LU	8 	14 	9 	7 b	17 	16 	: c	24 	17 
PC_ENT_CUSE,10_J58_63,E_ESELL,LV	19 	20 	19 	15 	16 	18 	20 	19 	10 
PC_ENT_CUSE,10_J58_63,E_ESELL,MK	: 	6 	6 	12 	10 	: u	: u	13 	: 
PC_ENT_CUSE,10_J58_63,E_ESELL,MT	23 	30 	22 	23 	12 	34 	26 	30 	20 
PC_ENT_CUSE,10_J58_63,E_ESELL,NL	13 	13 	16 	14 	16 	18 	16 	24 	28 
PC_ENT_CUSE,10_J58_63,E_ESELL,NO	36 	39 	39 	43 	45 	54 	39 	51 	49 
PC_ENT_CUSE,10_J58_63,E_ESELL,PL	16 	19 	21 	21 	15 	19 	21 	19 	11 
PC_ENT_CUSE,10_J58_63,E_ESELL,PT	26 	: u	: u	20 	19 	27 	34 	: u	25 
PC_ENT_CUSE,10_J58_63,E_ESELL,RO	18 	15 	18 	17 	17 	6 	9 	12 	8 
PC_ENT_CUSE,10_J58_63,E_ESELL,RS	: 	: 	: 	34 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_ESELL,SE	23 	21 	31 	24 	23 	34 	33 	30 	30 
PC_ENT_CUSE,10_J58_63,E_ESELL,SI	18 	12 	17 	18 	19 	14 	30 	22 	14 
PC_ENT_CUSE,10_J58_63,E_ESELL,SK	23 	13 	14 	15 	22 	12 	24 	11 	8 
PC_ENT_CUSE,10_J58_63,E_ESELL,TR	17 	21 	24 	: 	: 	: 	: 	14 	: 
PC_ENT_CUSE,10_J58_63,E_ESELL,UK	20 	16 	22 	28 	27 	24 	24 	26 	18 
PC_ENT_CUSE,10_J58_63,E_WEBORD,AT	17 	: u	24 	32 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,BE	19 	: u	17 	28 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,BG	23 	23 	22 	18 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,CY	19 	22 	13 	25 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,CZ	44 	46 	52 	53 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,DE	29 	28 	22 	22 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,DK	32 	34 	36 	37 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EA	24 	25 	22 	21 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EE	26 	31 	28 	24 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EL	: u	: u	: u	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,ES	18 	23 	18 	20 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EU15	23 	24 	22 	22 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EU27	24 	25 	23 	24 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,EU28	24 	25 	23 	24 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,FI	30 	23 	22 	27 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,FR	22 	23 	25 	19 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,HR	21 	21 	28 	: u	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,HU	28 	31 	24 	26 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,IE	25 	26 	21 	27 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,IS	32 	: 	: 	29 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,IT	14 	16 	14 	13 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,LT	42 	27 	34 	32 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,LU	18 	17 	13 	19 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,LV	21 	29 	30 	31 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,MK	: 	19 	17 	25 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,MT	38 	35 	32 	22 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,NL	31 	32 	34 	32 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,NO	36 	41 	44 	51 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,PL	23 	25 	28 	26 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,PT	13 	23 	17 	14 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,RO	33 	30 	34 	30 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,RS	: 	: 	: 	27 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,SE	32 	35 	36 	40 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,SI	37 	26 	29 	36 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,SK	26 	30 	34 	31 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,TR	13 	15 	16 	: 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_J58_63,E_WEBORD,UK	21 	18 	19 	23 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_K6FINS,E_CRM,AT	: 	: 	: 	: 	: 	: 	: 	84 	83 
PC_ENT_CUSE,10_K6FINS,E_CRM,BE	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRM,BG	: 	: 	: 	: 	: 	: 	: 	50 	35 
PC_ENT_CUSE,10_K6FINS,E_CRM,CY	: 	: 	: 	: 	: 	: 	: 	63 	47 
