,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2749,9086-YJYXS,Male,0,1,1,34,1,Yes,DSL,No,0,1,0,1,1,One year,0,Bank transfer (automatic),77.2,2753.8,0
2750,1179-INLAT,Male,0,0,0,3,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.45,69.25,0
2751,7909-FIOIY,Female,0,1,1,19,0,No phone service,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,24.85,434.8,0
2752,4139-SUGLD,Male,0,1,1,31,0,No phone service,DSL,Yes,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,1
2753,6857-VWJDT,Female,0,0,0,1,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,0,Mailed check,95.65,95.65,1
2754,6351-SCJKT,Male,0,0,0,3,0,No phone service,DSL,Yes,0,1,1,0,0,Month-to-month,0,Mailed check,41.35,107.25,0
2755,5468-BPMMO,Male,0,1,0,46,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,851.2,0
2756,5624-BQSSA,Female,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,1
2757,0197-PNKNK,Female,0,1,1,69,1,Yes,Fiber optic,Yes,0,1,0,0,0,One year,0,Bank transfer (automatic),84.45,5848.6,0
2758,2439-QKJUL,Male,0,0,0,5,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8,0
2759,1194-SPVSP,Male,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0
2760,9534-NSXEM,Male,0,0,0,26,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5,0
2761,2408-WITXK,Female,1,0,0,10,0,No phone service,DSL,No,0,0,0,0,1,Month-to-month,1,Electronic check,34.7,329.8,1
2762,8929-KSWIH,Male,0,0,0,25,1,No,Fiber optic,No,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.3,2513.5,0
2763,2250-IVBWA,Male,0,1,1,64,1,No,Fiber optic,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,81.05,5135.35,0
2764,1810-MVMAI,Male,0,1,1,30,1,Yes,DSL,Yes,1,1,1,0,0,Month-to-month,0,Electronic check,67.6,2000.2,0
2765,9506-UXUSK,Male,0,0,0,13,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,931.75,0
2766,1229-RCALF,Female,0,1,0,64,1,Yes,Fiber optic,Yes,1,1,1,1,1,One year,1,Electronic check,115.0,7396.15,0
2767,3572-UOLYZ,Female,0,0,1,46,1,Yes,Fiber optic,No,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),84.8,3958.85,0
2768,1429-UYJSV,Female,0,0,0,12,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,260.9,0
2769,5577-OTWWW,Female,0,0,0,15,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3,1
2770,6100-QQHEB,Male,0,1,1,17,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,1515.1,1
2771,6366-XIVKZ,Female,0,1,1,13,1,No,DSL,Yes,0,1,0,0,1,Month-to-month,1,Mailed check,63.15,816.8,0
2772,3470-OBUET,Female,0,1,1,67,1,Yes,DSL,Yes,1,0,1,1,0,Two year,0,Credit card (automatic),74.0,4868.4,0
2773,2770-NSVDG,Male,0,1,0,24,0,No phone service,DSL,No,0,1,0,0,0,Month-to-month,0,Electronic check,29.1,688,0
2774,9375-MHRRS,Male,0,0,0,6,1,No,DSL,No,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,288.35,0
2775,2634-HCZGT,Male,1,1,0,53,1,Yes,DSL,Yes,0,0,1,0,0,One year,1,Electronic check,60.05,3229.65,1
2776,7503-QQRVF,Male,1,1,0,16,1,No,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Credit card (automatic),74.3,1178.25,1
2777,4860-YZGZM,Male,0,0,0,10,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,185.4,0
2778,6599-GZWCM,Female,0,0,0,13,1,No,Fiber optic,No,1,0,0,0,0,One year,1,Mailed check,74.65,966.25,0
2779,2691-NZETQ,Male,0,0,0,9,1,Yes,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,85.35,758.6,1
2780,4404-HIBDJ,Female,0,0,0,25,1,No,DSL,Yes,1,1,1,1,0,One year,0,Mailed check,74.3,1863.8,1
2781,5533-NHFRF,Male,1,0,0,7,0,No phone service,DSL,No,1,0,1,0,1,Month-to-month,1,Electronic check,44.4,265.8,0
2782,7037-MTYVW,Male,0,1,1,38,1,Yes,DSL,Yes,0,1,1,1,1,Two year,1,Bank transfer (automatic),85.4,3297,0
2783,4760-THGOT,Female,0,1,0,43,1,Yes,Fiber optic,Yes,1,0,0,0,1,Month-to-month,1,Electronic check,94.1,4107.3,0
2784,7295-JOMMD,Female,0,0,1,4,1,No,Fiber optic,No,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),98.1,396.3,1
2785,4016-BJKTZ,Female,0,0,0,25,1,Yes,Fiber optic,No,1,1,1,1,1,Two year,0,Electronic check,108.9,2809.05,0
2786,6584-VQMYT,Male,0,0,1,27,1,No,DSL,Yes,1,0,0,0,0,One year,0,Mailed check,56.2,1567.55,0
2787,9838-BFCQT,Male,0,1,1,72,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,0
2788,2790-XUYMV,Male,0,0,1,71,1,Yes,Fiber optic,Yes,1,0,0,0,0,One year,1,Credit card (automatic),85.45,6028.95,0
2789,0581-MDMPW,Female,0,0,0,24,1,Yes,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Credit card (automatic),88.95,2072.75,0
2790,5013-SBUIH,Female,0,0,0,50,1,Yes,Fiber optic,Yes,1,0,1,1,1,Two year,1,Electronic check,109.65,5551.15,1
2791,1023-BQXZE,Male,0,0,0,57,1,No,DSL,Yes,0,1,0,1,1,Two year,1,Bank transfer (automatic),74.35,4317.35,0
2792,9163-GHAYE,Female,0,0,0,15,1,No,DSL,No,1,0,0,0,0,Month-to-month,0,Electronic check,48.85,736.8,0
2793,3904-UKFRE,Male,0,0,0,4,1,Yes,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,80.1,336.15,0
2794,5353-WILCI,Female,0,0,0,28,1,No,DSL,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,56.05,1522.65,0
2795,0709-TVGUR,Female,1,0,0,9,1,Yes,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,74.55,622.9,1
2796,0058-EVZWM,Female,0,1,0,55,1,Yes,Fiber optic,Yes,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0
2797,6023-YEBUP,Male,0,0,0,3,1,Yes,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,100.95,329.95,1
2798,7209-JCUDS,Male,0,0,0,10,1,No,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,94.9,1048.85,1
2799,7009-PCARS,Male,0,0,1,55,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0
2800,0519-DRGTI,Female,0,1,1,20,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,442.6,0
2801,1017-FBQMM,Female,0,1,1,62,1,Yes,Fiber optic,No,1,0,1,1,1,One year,1,Credit card (automatic),106.05,6703.5,0
2802,3001-CBHLQ,Male,1,1,0,32,1,Yes,Fiber optic,No,0,1,1,1,1,Month-to-month,1,Electronic check,104.9,3351.55,1
2803,1985-MBRYP,Female,0,0,0,43,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.65,779.25,0
2804,6158-DWPZT,Male,0,1,0,9,0,No phone service,DSL,No,0,0,0,0,0,One year,0,Bank transfer (automatic),24.1,259.8,1
2805,9372-TXXPS,Female,0,1,0,60,1,No,DSL,Yes,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.85,3483.45,0
2806,3259-QMXUN,Male,0,1,0,58,1,Yes,DSL,Yes,1,1,0,1,1,Two year,1,Electronic check,86.1,4890.5,0
2807,1015-JPFYW,Male,0,0,1,7,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,136.75,0
2808,6645-MXQJT,Male,0,1,1,2,1,No,Fiber optic,Yes,0,0,0,1,1,Month-to-month,0,Electronic check,97.1,184.15,0
2809,4360-QRAVE,Male,1,0,0,37,0,No phone service,DSL,No,1,1,0,0,0,Month-to-month,0,Electronic check,36.65,1315,0
2810,8433-WPJTV,Female,1,1,1,65,1,Yes,Fiber optic,No,0,1,1,1,1,One year,1,Bank transfer (automatic),103.9,6767.1,0
2811,5804-JMYIO,Female,0,1,1,39,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0
2812,3763-GCZHZ,Male,0,1,0,66,1,Yes,Fiber optic,No,1,0,1,1,1,One year,1,Electronic check,104.05,6890,1
2813,6484-LATFU,Male,0,0,0,68,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1657.4,0
2814,7599-NTMDP,Female,0,1,1,62,0,No phone service,DSL,Yes,1,0,1,1,0,Two year,0,Bank transfer (automatic),48.7,3008.55,0
2815,0772-GYEQQ,Male,0,0,0,3,1,No,Fiber optic,No,0,1,1,1,0,Month-to-month,1,Mailed check,88.35,262.05,1
2816,0536-ACXIP,Female,0,1,0,72,1,Yes,Fiber optic,Yes,1,1,0,1,1,Two year,1,Electronic check,109.55,8165.1,0
2817,0936-NQLJU,Female,0,1,0,41,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,875.55,0
2818,4831-EOBFE,Male,0,1,1,29,1,No,Fiber optic,Yes,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,1
2819,1575-KRZZE,Female,0,0,0,4,1,No,DSL,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,55.2,220.65,0
2820,3251-YMVWZ,Male,0,0,0,53,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.05,1301.9,0
2821,4102-OQUPX,Male,1,1,0,1,1,Yes,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,1
2822,9170-GYZJC,Female,0,1,1,41,1,Yes,DSL,Yes,1,1,1,0,1,Month-to-month,0,Credit card (automatic),79.9,3326.2,1
2823,4884-LEVMQ,Male,0,1,0,39,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.45,790,0
2824,8857-CUPFQ,Male,0,1,0,63,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,1237.65,0
2825,7610-TVOPG,Male,0,0,0,15,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6,0
2826,3638-DIMPH,Female,0,1,0,13,1,No,DSL,No,0,0,0,0,0,One year,0,Electronic check,43.8,592.65,0
2827,1845-ZLLIG,Male,0,0,0,1,1,No,DSL,No,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,0
2828,8559-WNQZS,Male,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,20.45,0
2829,3999-QGRJH,Male,1,0,0,8,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,560.85,1
2830,1699-UOTXU,Male,0,0,0,60,1,No,DSL,Yes,1,1,0,0,0,Two year,0,Electronic check,61.4,3638.25,0
2831,2454-RPBRZ,Female,1,1,0,12,1,Yes,Fiber optic,No,1,1,0,1,0,Month-to-month,1,Electronic check,98.1,1060.2,1
2832,0635-WKOLD,Male,0,1,0,40,1,Yes,DSL,No,1,0,1,1,0,One year,0,Credit card (automatic),70.75,2921.75,0
2833,5993-JSUWV,Female,0,0,0,66,1,No,DSL,Yes,1,1,0,0,0,Two year,1,Bank transfer (automatic),61.15,4017.45,0
2834,4518-FZBSX,Male,0,1,1,42,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0
2835,5387-ASZNZ,Female,1,0,0,66,1,Yes,DSL,Yes,1,0,1,0,0,One year,1,Credit card (automatic),63.85,4174.35,0
2836,6988-CJEYV,Male,0,0,0,49,1,Yes,Fiber optic,No,1,0,0,1,1,Month-to-month,0,Electronic check,98.7,4920.55,0
2837,2002-MZHWP,Female,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,1
2838,3097-FQTVJ,Female,0,0,0,41,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,810.3,0
2839,5465-BUBFA,Female,0,1,1,41,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,772.4,0
2840,7299-GNVPL,Female,0,1,1,23,1,No,Fiber optic,Yes,1,0,1,0,0,Month-to-month,0,Mailed check,84.4,1936.85,0
2841,9743-DQKQW,Male,0,0,0,3,0,No phone service,DSL,No,0,0,0,0,0,Month-to-month,0,Electronic check,25.1,79.8,0
2842,1215-VFYVK,Female,0,0,0,4,0,No phone service,DSL,Yes,0,1,1,0,1,Month-to-month,0,Mailed check,48.25,202.25,0
2843,9371-BITHB,Female,0,1,1,52,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0
2844,2265-CYWIV,Female,1,1,0,4,1,Yes,Fiber optic,Yes,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,1
2845,9093-FPDLG,Female,0,0,0,11,1,No,Fiber optic,No,1,1,1,0,1,Month-to-month,1,Electronic check,94.2,999.9,0
2846,0541-FITGH,Female,0,1,0,2,1,No,DSL,Yes,0,0,0,0,1,Month-to-month,1,Mailed check,62.15,113.1,0
2847,6985-HAYWX,Female,0,1,0,26,1,Yes,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,0
2848,7508-KBIMB,Male,0,1,1,24,1,No,DSL,Yes,0,1,0,0,0,One year,1,Credit card (automatic),56.25,1454.25,0
2849,6838-HVLXG,Female,0,0,0,12,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,246.7,0
2850,2277-DJJDL,Male,1,1,0,60,1,Yes,Fiber optic,No,0,0,1,1,1,Month-to-month,1,Electronic check,99.0,6017.9,0
2851,1897-OKVMW,Female,0,1,1,64,1,Yes,DSL,Yes,1,1,1,1,1,Two year,1,Mailed check,90.6,5817.45,0
2852,5485-ITNPC,Male,0,1,0,66,1,No,DSL,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.9,5595.3,0
2853,0233-FTHAV,Female,0,0,0,60,1,Yes,Fiber optic,No,0,1,0,0,0,One year,1,Bank transfer (automatic),79.2,4765,0
2854,4644-PIZRT,Male,0,1,1,17,1,Yes,DSL,Yes,0,1,0,1,0,One year,1,Bank transfer (automatic),70.35,1201.65,0
2855,8922-NPKBJ,Male,0,1,1,42,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,867.3,0
2856,2740-TVLFN,Male,0,0,0,1,1,Yes,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,0
2857,7771-CFQRQ,Female,0,1,1,47,1,No,DSL,No,1,0,1,0,1,Two year,0,Bank transfer (automatic),63.8,3007.25,0
2858,9512-PHSMG,Female,0,1,0,10,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,252.75,0
2859,6963-EZQEE,Male,1,1,0,70,1,Yes,DSL,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),88.55,6306.5,0
2860,2452-KDRRH,Male,1,0,0,67,1,Yes,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.4,6841.05,0
2861,2004-OCQXK,Female,0,0,0,1,1,No,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,81.95,81.95,1
2862,5027-QPKTE,Male,0,1,0,7,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.1,1
2863,4146-SVFUD,Male,0,0,0,1,1,No,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,44.6,44.6,0
2864,1564-HJUVY,Male,0,0,0,4,1,No,DSL,No,1,0,1,1,0,Month-to-month,1,Bank transfer (automatic),63.75,226.2,0
2865,3617-XLSGQ,Female,0,1,1,66,1,Yes,Fiber optic,Yes,1,1,0,1,1,Two year,0,Bank transfer (automatic),109.25,7082.5,0
2866,7517-LDMPS,Female,0,0,0,12,1,No,Fiber optic,No,1,0,0,0,1,Month-to-month,1,Electronic check,84.6,1017.35,0
2867,7244-KXYZN,Female,0,0,0,24,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.45,527.35,0
2868,5226-NOZFC,Male,0,0,0,26,1,No,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Electronic check,85.75,2146.5,0
2869,2672-HUYVI,Female,0,0,0,6,1,No,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,455.3,1
2870,1400-WIVLL,Male,0,1,0,57,1,Yes,Fiber optic,No,0,1,1,1,1,Two year,0,Electronic check,107.95,5969.85,0
2871,7508-MYBOG,Male,0,1,0,14,1,Yes,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,86.1,1235.55,1
2872,8148-NLEGT,Female,0,1,1,42,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,1014.25,0
2873,0148-DCDOS,Male,0,0,0,25,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.7,2362.1,1
2874,8347-GDTMP,Female,0,1,0,64,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,0
2875,9992-RRAMN,Male,0,1,0,22,1,Yes,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,85.1,1873.7,1
2876,6746-WAUWT,Male,0,0,0,19,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.7,386.5,0
2877,0310-MVLET,Female,0,1,1,61,1,Yes,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010.05,1
2878,0428-IKYCP,Male,0,1,0,22,1,No,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,0
2879,4550-VBOFE,Male,1,1,0,70,1,Yes,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Electronic check,102.95,7101.5,1
2880,2187-PKZAY,Male,0,0,0,12,1,No,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,0
2881,4003-OCTMP,Female,0,1,0,31,1,No,DSL,Yes,0,0,1,0,1,One year,1,Electronic check,64.0,1910.75,0
2882,6652-YFFJO,Female,0,0,0,11,1,No,DSL,No,0,0,0,1,1,Month-to-month,1,Electronic check,64.9,716.1,0
2883,7225-IILWY,Male,0,1,1,68,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1686.15,0
2884,5248-RPYWW,Female,1,1,1,72,1,Yes,DSL,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.15,6716.45,0
2885,7923-IYJWY,Male,1,0,0,67,1,Yes,Fiber optic,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),116.1,7839.85,0
2886,3170-GWYKC,Female,0,0,0,60,1,No,Fiber optic,Yes,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,0
2887,5696-QURRL,Male,0,0,0,1,1,No,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,45.05,45.05,1
2888,7409-KIUTL,Female,1,0,1,1,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,71.0,71,1
2889,9830-ECLEN,Male,0,1,1,58,0,No phone service,DSL,Yes,1,1,0,1,0,One year,0,Mailed check,50.0,2919.85,0
2890,1732-VHUBQ,Female,1,1,1,47,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,1
2891,0495-RVCBF,Female,0,0,0,1,1,No,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,79.7,79.7,1
2892,2668-TZSPS,Male,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,0
2893,7854-EDSSA,Male,0,0,0,22,1,Yes,DSL,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,59.0,1254.7,1
2894,8869-TORSS,Female,0,0,0,48,1,No,DSL,Yes,0,1,1,0,0,One year,1,Credit card (automatic),60.35,2896.4,1
2895,7446-SFAOA,Female,0,1,0,37,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,717.5,0
2896,9522-ZSINC,Male,0,0,0,13,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.95,253.8,0
2897,8234-GSZYK,Male,0,0,0,43,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,0
2898,6505-OZNPG,Female,0,0,0,6,0,No phone service,DSL,Yes,1,1,1,1,1,Two year,1,Mailed check,63.4,348.8,0
2899,6164-HAQTX,Male,0,0,0,71,0,No phone service,DSL,Yes,1,1,1,1,0,Two year,0,Bank transfer (automatic),53.95,3888.65,0
2900,0679-IDSTG,Female,1,1,1,1,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,69.25,1
2901,7765-LWVVH,Female,0,1,1,72,1,Yes,Fiber optic,Yes,1,0,0,1,0,Two year,1,Electronic check,95.1,6843.15,0
2902,1658-TJVOA,Female,1,0,0,6,1,No,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,74.1,450.9,0
2903,0953-LGOVU,Male,0,1,1,12,0,No phone service,DSL,No,1,0,1,0,0,Month-to-month,0,Mailed check,35.5,432.25,0
2904,2115-BFTIW,Male,0,0,0,25,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,1
2905,4692-NNQRU,Female,0,1,0,21,1,No,Fiber optic,No,0,1,1,0,0,One year,0,Electronic check,79.2,1742.45,0
2906,7742-MYPGI,Female,0,1,1,6,1,No,DSL,No,0,0,1,0,0,Month-to-month,1,Mailed check,48.8,297.35,0
2907,0611-DFXKO,Male,0,1,0,20,1,No,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Mailed check,89.0,1820.45,1
2908,7780-OTDSO,Male,0,1,0,18,1,Yes,Fiber optic,Yes,0,0,0,1,1,Month-to-month,1,Electronic check,99.4,1742.95,1
2909,9619-GSATL,Female,0,0,0,43,1,No,DSL,No,1,0,1,0,0,One year,0,Electronic check,55.45,2444.25,0
2910,5622-UEJFI,Female,0,1,1,35,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,0
2911,9747-DDZOS,Female,0,0,0,1,1,No,Fiber optic,No,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),73.5,73.5,1
2912,0674-DGMAQ,Male,1,1,0,32,1,Yes,Fiber optic,No,1,1,0,0,1,Month-to-month,1,Electronic check,93.5,2970.8,0
2913,6203-HBZPA,Male,0,0,0,52,0,No phone service,DSL,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),63.9,3334.95,0
2914,0484-FFVBJ,Male,0,0,0,32,1,No,DSL,No,0,0,0,1,1,One year,1,Bank transfer (automatic),64.85,2010.95,0
2915,0301-FIDRB,Female,0,1,1,72,0,No phone service,DSL,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.8,4684.3,0
2916,4139-JPIAM,Male,0,0,0,51,0,No phone service,DSL,Yes,0,0,1,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,0
2917,2181-TIDSV,Male,0,1,1,68,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1303.25,0
2918,2761-XECQW,Male,1,1,0,8,0,No phone service,DSL,No,1,1,0,0,1,Month-to-month,1,Mailed check,43.35,371.4,0
2919,1936-CZAKF,Male,0,1,0,49,0,No phone service,DSL,No,1,0,0,1,1,Two year,0,Credit card (automatic),49.65,2409.9,0
2920,9453-PATOS,Female,0,1,0,72,1,No,DSL,Yes,1,1,1,1,1,Two year,0,Mailed check,85.1,6155.4,0
2921,0564-JJHGS,Male,0,0,0,9,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.5,829.1,1
2922,3348-CFRNX,Female,0,1,0,28,1,No,Fiber optic,Yes,0,0,0,1,1,Month-to-month,1,Mailed check,92.35,2602.9,1
2923,4402-FTBXC,Male,0,0,0,54,1,No,Fiber optic,Yes,0,1,0,1,0,Month-to-month,0,Mailed check,89.8,4667,0
2924,1428-GTBJJ,Male,0,0,0,11,1,No,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Electronic check,74.55,824.75,1
2925,2931-XIQBR,Female,0,1,1,50,1,No,Fiber optic,No,0,1,1,1,1,One year,0,Mailed check,103.05,5153.5,0
2926,0106-UGRDO,Female,0,1,0,69,1,Yes,Fiber optic,Yes,1,1,1,1,1,Two year,1,Electronic check,116.0,8182.85,0
2927,5542-TBBWB,Male,0,0,0,1,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,69.9,0
2928,1930-QPBVZ,Male,0,1,1,68,1,No,Fiber optic,Yes,1,0,1,0,1,Two year,0,Bank transfer (automatic),95.1,6683.4,0
2929,2606-PKWJB,Male,0,0,1,40,0,No phone service,DSL,Yes,1,0,1,0,0,One year,0,Mailed check,40.25,1564.05,0
2930,5322-ZSMZY,Male,0,1,1,31,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,755.6,0
2931,8059-UDZFY,Female,1,0,1,33,1,Yes,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,0
2932,7740-BTPUX,Male,1,1,0,55,1,Yes,Fiber optic,No,1,1,1,1,1,Two year,1,Electronic check,113.6,6292.7,0
